gene,dis,rank,Ensembl
PCGF3,8.51E-08,7211,ENSG00000185619
HADHA,8.51E-08,7212,ENSG00000084754
TMEM199,8.50E-08,7213,ENSG00000244045
MEAF6,8.50E-08,7214,ENSG00000163875
CUL4A,8.50E-08,7215,ENSG00000139842
NCOR2,8.50E-08,7216,ENSG00000196498
SDR39U1,8.50E-08,7217,ENSG00000100445
TMEM2,8.49E-08,7218,ENSG00000135048
BTD,8.49E-08,7219,ENSG00000169814
SLC35C1,8.49E-08,7220,ENSG00000181830
XIAP,8.49E-08,7221,ENSG00000101966
NOMO2,8.49E-08,7222,ENSG00000185164
NOC3L,8.49E-08,7223,ENSG00000173145
NPAT,8.48E-08,7224,ENSG00000149308
KIF18A,8.48E-08,7225,ENSG00000121621
HECTD3,8.48E-08,7226,ENSG00000126107
NELFA,8.48E-08,7227,ENSG00000185049
JADE1,8.48E-08,7228,ENSG00000077684
PIM2,8.48E-08,7229,ENSG00000102096
FMR1,8.48E-08,7230,ENSG00000102081
GTF3C4,8.47E-08,7231,ENSG00000125484
CYP51A1,8.47E-08,7232,ENSG00000001630
UTP20,8.47E-08,7233,ENSG00000120800
ZNF184,8.47E-08,7234,ENSG00000096654
CBX2,8.47E-08,7235,ENSG00000173894
RCOR1,8.47E-08,7236,ENSG00000089902
RAB5A,8.47E-08,7237,ENSG00000144566
GNPTAB,8.47E-08,7238,ENSG00000111670
ZNF320,8.46E-08,7239,ENSG00000182986
PLXNB1,8.46E-08,7240,ENSG00000164050
ARF5,8.46E-08,7241,ENSG00000004059
MGAT4A,8.46E-08,7242,ENSG00000071073
UTP18,8.46E-08,7243,ENSG00000011260
PYCR1,8.46E-08,7244,ENSG00000183010
IMMP1L,8.46E-08,7245,ENSG00000148950
ZNF131,8.45E-08,7246,ENSG00000172262
,8.45E-08,7247,ENSG00000198477
ZC3HC1,8.45E-08,7248,ENSG00000091732
YY1AP1,8.45E-08,7249,ENSG00000163374
IREB2,8.45E-08,7250,ENSG00000136381
INTS11,8.45E-08,7251,ENSG00000127054
ARL5B,8.44E-08,7252,ENSG00000165997
AIRE,8.44E-08,7253,ENSG00000160224
PITHD1,8.44E-08,7254,ENSG00000057757
SERTAD1,8.44E-08,7255,ENSG00000197019
SENP5,8.43E-08,7256,ENSG00000119231
DHX38,8.43E-08,7257,ENSG00000140829
FAM98C,8.43E-08,7258,ENSG00000130244
SLC25A4,8.43E-08,7259,ENSG00000151729
TCF15,8.43E-08,7260,ENSG00000125878
NFRKB,8.43E-08,7261,ENSG00000170322
NUP133,8.43E-08,7262,ENSG00000069248
EPHX1,8.43E-08,7263,ENSG00000143819
CLPTM1,8.43E-08,7264,ENSG00000104853
TJP2,8.42E-08,7265,ENSG00000119139
PRTG,8.42E-08,7266,ENSG00000166450
TTLL4,8.42E-08,7267,ENSG00000135912
TRAPPC3,8.42E-08,7268,ENSG00000054116
SLC25A36,8.42E-08,7269,ENSG00000114120
INTS1,8.42E-08,7270,ENSG00000164880
PRRC2B,8.41E-08,7271,ENSG00000130723
CCDC50,8.41E-08,7272,ENSG00000152492
OIP5,8.41E-08,7273,ENSG00000104147
GORASP2,8.41E-08,7274,ENSG00000115806
DCTN1,8.41E-08,7275,ENSG00000204843
C2orf72,8.41E-08,7276,ENSG00000204128
MINDY2,8.40E-08,7277,ENSG00000128923
FAM149B1,8.40E-08,7278,ENSG00000138286
GOLGA5,8.40E-08,7279,ENSG00000066455
MON1A,8.39E-08,7280,ENSG00000164077
ZNF765,8.39E-08,7281,ENSG00000196417
TTF2,8.39E-08,7282,ENSG00000116830
DESI2,8.39E-08,7283,ENSG00000121644
PRMT5,8.39E-08,7284,ENSG00000100462
MBOAT1,8.39E-08,7285,ENSG00000172197
LTA4H,8.39E-08,7286,ENSG00000111144
ARHGEF1,8.39E-08,7287,ENSG00000076928
PLK4,8.38E-08,7288,ENSG00000142731
WDSUB1,8.38E-08,7289,ENSG00000196151
CAD,8.38E-08,7290,ENSG00000084774
GSR,8.38E-08,7291,ENSG00000104687
RNF6,8.38E-08,7292,ENSG00000127870
RHOB,8.38E-08,7293,ENSG00000143878
AKAP8L,8.37E-08,7294,ENSG00000011243
PLEKHA1,8.37E-08,7295,ENSG00000107679
VTI1B,8.37E-08,7296,ENSG00000100568
ZSCAN4,8.37E-08,7297,ENSG00000180532
CAMK2D,8.37E-08,7298,ENSG00000145349
MKRN3,8.37E-08,7299,ENSG00000179455
TNKS,8.37E-08,7300,ENSG00000173273
KATNB1,8.37E-08,7301,ENSG00000140854
MUM1,8.37E-08,7302,ENSG00000160953
KIF1B,8.37E-08,7303,ENSG00000054523
HADHB,8.36E-08,7304,ENSG00000138029
SERTAD2,8.36E-08,7305,ENSG00000179833
EPB41L5,8.36E-08,7306,ENSG00000115109
PCID2,8.36E-08,7307,ENSG00000126226
LDB1,8.36E-08,7308,ENSG00000198728
SH3GL1,8.36E-08,7309,ENSG00000141985
RSPRY1,8.36E-08,7310,ENSG00000159579
FBRSL1,8.35E-08,7311,ENSG00000112787
WDR11,8.35E-08,7312,ENSG00000120008
TEAD1,8.35E-08,7313,ENSG00000187079
PNPLA6,8.35E-08,7314,ENSG00000032444
RAP2B,8.35E-08,7315,ENSG00000181467
WWP2,8.34E-08,7316,ENSG00000198373
TFE3,8.34E-08,7317,ENSG00000068323
CCDC85C,8.34E-08,7318,ENSG00000205476
PRPS1,8.34E-08,7319,ENSG00000147224
ZNF581,8.34E-08,7320,ENSG00000171425
FBXO45,8.34E-08,7321,ENSG00000174013
RBM6,8.34E-08,7322,ENSG00000004534
TP53RK,8.34E-08,7323,ENSG00000172315
CRIM1,8.34E-08,7324,ENSG00000150938
LZTS1,8.33E-08,7325,ENSG00000061337
AMOTL1,8.33E-08,7326,ENSG00000166025
IKBKAP,8.33E-08,7327,ENSG00000070061
TEX30,8.33E-08,7328,ENSG00000151287
PAFAH2,8.33E-08,7329,ENSG00000158006
SPG11,8.33E-08,7330,ENSG00000104133
HMCES,8.33E-08,7331,ENSG00000183624
NUP58,8.32E-08,7332,ENSG00000139496
,8.32E-08,7333,ENSG00000108753
NKD1,8.32E-08,7334,ENSG00000140807
MTAP,8.32E-08,7335,ENSG00000099810
RANBP10,8.32E-08,7336,ENSG00000141084
TXNDC9,8.32E-08,7337,ENSG00000115514
USP37,8.32E-08,7338,ENSG00000135913
ARID4B,8.31E-08,7339,ENSG00000054267
TRMT2A,8.31E-08,7340,ENSG00000099899
CD200,8.31E-08,7341,ENSG00000091972
PPAN,8.31E-08,7342,ENSG00000130810
,8.31E-08,7343,ENSG00000226524
INTS6,8.30E-08,7344,ENSG00000102786
UBTF,8.30E-08,7345,ENSG00000108312
FXR2,8.30E-08,7346,ENSG00000129245
HSPB8,8.30E-08,7347,ENSG00000152137
XPO4,8.30E-08,7348,ENSG00000132953
GCAT,8.30E-08,7349,ENSG00000100116
RBCK1,8.30E-08,7350,ENSG00000125826
CHERP,8.30E-08,7351,ENSG00000085872
STAG2,8.30E-08,7352,ENSG00000101972
CHD4,8.30E-08,7353,ENSG00000111642
8-Mar,8.30E-08,7354,ENSG00000165406
LAS1L,8.29E-08,7355,ENSG00000001497
PKMYT1,8.29E-08,7356,ENSG00000127564
PIP4K2C,8.28E-08,7357,ENSG00000166908
KCTD3,8.28E-08,7358,ENSG00000136636
CYTH2,8.28E-08,7359,ENSG00000105443
ARL1,8.28E-08,7360,ENSG00000120805
IPMK,8.28E-08,7361,ENSG00000151151
SETD5,8.28E-08,7362,ENSG00000168137
NCOA5,8.28E-08,7363,ENSG00000124160
TGM1,8.28E-08,7364,ENSG00000092295
PLEKHG4B,8.27E-08,7365,ENSG00000153404
SPATA13,8.27E-08,7366,ENSG00000228741
SOX9,8.27E-08,7367,ENSG00000125398
AUNIP,8.27E-08,7368,ENSG00000127423
MRRF,8.27E-08,7369,ENSG00000148187
C10orf35,8.27E-08,7370,ENSG00000171224
KIF4A,8.27E-08,7371,ENSG00000090889
MYCL,8.26E-08,7372,ENSG00000116990
TMEM191C,8.26E-08,7373,ENSG00000206140
MOB1A,8.26E-08,7374,ENSG00000114978
CSNK2A1,8.26E-08,7375,ENSG00000101266
SF3A1,8.26E-08,7376,ENSG00000099995
SHISA5,8.26E-08,7377,ENSG00000164054
KANK1,8.26E-08,7378,ENSG00000107104
C7orf49,8.26E-08,7379,ENSG00000122783
BTBD3,8.26E-08,7380,ENSG00000132640
FOXN2,8.25E-08,7381,ENSG00000170802
SLC25A38,8.25E-08,7382,ENSG00000144659
DGCR6,8.25E-08,7383,ENSG00000183628
ZNF385A,8.24E-08,7384,ENSG00000161642
ATP9B,8.24E-08,7385,ENSG00000166377
RAD17,8.24E-08,7386,ENSG00000152942
CEP68,8.24E-08,7387,ENSG00000011523
TULP4,8.24E-08,7388,ENSG00000130338
NSMAF,8.24E-08,7389,ENSG00000035681
CBR4,8.24E-08,7390,ENSG00000145439
IER3,8.24E-08,7391,ENSG00000137331
UBE2D2,8.23E-08,7392,ENSG00000131508
DNAJC13,8.23E-08,7393,ENSG00000138246
MSTO1,8.23E-08,7394,ENSG00000125459
NQO2,8.23E-08,7395,ENSG00000124588
C1orf122,8.22E-08,7396,ENSG00000197982
KLHDC4,8.22E-08,7397,ENSG00000104731
TELO2,8.22E-08,7398,ENSG00000100726
CDK2AP1,8.22E-08,7399,ENSG00000111328
ASXL2,8.22E-08,7400,ENSG00000143970
NOA1,8.21E-08,7401,ENSG00000084092
CUTC,8.21E-08,7402,ENSG00000119929
C17orf80,8.21E-08,7403,ENSG00000141219
CHEK1,8.21E-08,7404,ENSG00000149554
UBE4B,8.21E-08,7405,ENSG00000130939
FADD,8.20E-08,7406,ENSG00000168040
FN3KRP,8.20E-08,7407,ENSG00000141560
DECR1,8.20E-08,7408,ENSG00000104325
VAV2,8.20E-08,7409,ENSG00000160293
PTPN12,8.20E-08,7410,ENSG00000127947
FBXO9,8.20E-08,7411,ENSG00000112146
TBK1,8.19E-08,7412,ENSG00000183735
ISM2,8.19E-08,7413,ENSG00000100593
C12orf49,8.19E-08,7414,ENSG00000111412
ASF1B,8.18E-08,7415,ENSG00000105011
TOMM40L,8.18E-08,7416,ENSG00000158882
CEP85,8.18E-08,7417,ENSG00000130695
SS18,8.18E-08,7418,ENSG00000141380
AGO2,8.18E-08,7419,ENSG00000123908
SPIDR,8.18E-08,7420,ENSG00000164808
RIOK1,8.18E-08,7421,ENSG00000124784
C6orf136,8.17E-08,7422,ENSG00000204564
CPSF3,8.17E-08,7423,ENSG00000119203
C1orf106,8.17E-08,7424,ENSG00000163362
CREBL2,8.17E-08,7425,ENSG00000111269
FOXN3,8.17E-08,7426,ENSG00000053254
SPTY2D1,8.16E-08,7427,ENSG00000179119
PXK,8.16E-08,7428,ENSG00000168297
COPS7A,8.16E-08,7429,ENSG00000111652
DECR2,8.16E-08,7430,ENSG00000242612
DEDD2,8.15E-08,7431,ENSG00000160570
BCL7B,8.15E-08,7432,ENSG00000106635
CLP1,8.15E-08,7433,ENSG00000172409
SETX,8.15E-08,7434,ENSG00000107290
CCSER2,8.15E-08,7435,ENSG00000107771
,8.15E-08,7436,ENSG00000184258
TBC1D31,8.14E-08,7437,ENSG00000156787
ADIPOR1,8.14E-08,7438,ENSG00000159346
PPRC1,8.14E-08,7439,ENSG00000148840
RP11-10A14.5,8.14E-08,7440,ENSG00000248538
DHPS,8.14E-08,7441,ENSG00000095059
HSPA1B,8.14E-08,7442,ENSG00000204388
TRPV2,8.14E-08,7443,ENSG00000187688
SYNJ2,8.13E-08,7444,ENSG00000078269
AP1M2,8.13E-08,7445,ENSG00000129354
STAT3,8.13E-08,7446,ENSG00000168610
ZNF664,8.13E-08,7447,ENSG00000179195
HES6,8.13E-08,7448,ENSG00000144485
XIST,8.12E-08,7449,ENSG00000229807
EBI3,8.12E-08,7450,ENSG00000105246
RNF14,8.12E-08,7451,ENSG00000013561
GIGYF2,8.12E-08,7452,ENSG00000204120
STK4,8.12E-08,7453,ENSG00000101109
UBL7,8.12E-08,7454,ENSG00000138629
CMAS,8.12E-08,7455,ENSG00000111726
LUZP1,8.12E-08,7456,ENSG00000169641
KLHL42,8.11E-08,7457,ENSG00000087448
MCM8,8.11E-08,7458,ENSG00000125885
TP53BP2,8.11E-08,7459,ENSG00000143514
NUP43,8.10E-08,7460,ENSG00000120253
ATL3,8.10E-08,7461,ENSG00000184743
NABP1,8.10E-08,7462,ENSG00000173559
FBXL15,8.10E-08,7463,ENSG00000107872
PNRC2,8.10E-08,7464,ENSG00000189266
RNF138,8.10E-08,7465,ENSG00000134758
FUNDC2,8.10E-08,7466,ENSG00000165775
CDT1,8.10E-08,7467,ENSG00000167513
TFB1M,8.10E-08,7468,ENSG00000029639
WDR55,8.10E-08,7469,ENSG00000120314
CDK4,8.10E-08,7470,ENSG00000135446
DDX59,8.09E-08,7471,ENSG00000118197
PTPMT1,8.09E-08,7472,ENSG00000110536
GLUD1,8.09E-08,7473,ENSG00000148672
PRR14L,8.09E-08,7474,ENSG00000183530
MOSPD2,8.08E-08,7475,ENSG00000130150
GPKOW,8.08E-08,7476,ENSG00000068394
SPOP,8.08E-08,7477,ENSG00000121067
KMT2E,8.07E-08,7478,ENSG00000005483
SBDS,8.07E-08,7479,ENSG00000126524
SPEN,8.07E-08,7480,ENSG00000065526
ASNSD1,8.07E-08,7481,ENSG00000138381
ENAH,8.06E-08,7482,ENSG00000154380
NUF2,8.06E-08,7483,ENSG00000143228
NTHL1,8.06E-08,7484,ENSG00000065057
XPC,8.06E-08,7485,ENSG00000154767
SNAP47,8.05E-08,7486,ENSG00000143740
ENDOG,8.05E-08,7487,ENSG00000167136
RARS2,8.04E-08,7488,ENSG00000146282
RNF34,8.04E-08,7489,ENSG00000170633
MBD1,8.04E-08,7490,ENSG00000141644
FBXO5,8.04E-08,7491,ENSG00000112029
SUPT6H,8.04E-08,7492,ENSG00000109111
LINC00969,8.03E-08,7493,ENSG00000242086
MID1,8.03E-08,7494,ENSG00000101871
NSUN4,8.03E-08,7495,ENSG00000117481
INTS10,8.02E-08,7496,ENSG00000104613
DTL,8.02E-08,7497,ENSG00000143476
GEMIN2,8.02E-08,7498,ENSG00000092208
RNF20,8.02E-08,7499,ENSG00000155827
SURF6,8.01E-08,7500,ENSG00000148296
FAF2,8.01E-08,7501,ENSG00000113194
SMS,8.00E-08,7502,ENSG00000102172
GAK,8.00E-08,7503,ENSG00000178950
ZFP36L2,8.00E-08,7504,ENSG00000152518
PEX19,8.00E-08,7505,ENSG00000162735
NUP214,8.00E-08,7506,ENSG00000126883
RUNDC1,8.00E-08,7507,ENSG00000198863
ZYX,8.00E-08,7508,ENSG00000159840
ATXN2,7.99E-08,7509,ENSG00000204842
SRPK2,7.99E-08,7510,ENSG00000135250
MAPK6,7.99E-08,7511,ENSG00000069956
VAMP7,7.99E-08,7512,ENSG00000124333
RAB8A,7.99E-08,7513,ENSG00000167461
DDX54,7.99E-08,7514,ENSG00000123064
CPSF1,7.99E-08,7515,ENSG00000071894
GFPT1,7.98E-08,7516,ENSG00000198380
VMP1,7.98E-08,7517,ENSG00000062716
YARS2,7.97E-08,7518,ENSG00000139131
EHD1,7.97E-08,7519,ENSG00000110047
CASP6,7.97E-08,7520,ENSG00000138794
CPSF4,7.96E-08,7521,ENSG00000160917
ANAPC10,7.96E-08,7522,ENSG00000164162
ARHGAP21,7.96E-08,7523,ENSG00000107863
ZWILCH,7.96E-08,7524,ENSG00000174442
STK38,7.96E-08,7525,ENSG00000112079
DNTTIP1,7.95E-08,7526,ENSG00000101457
SCOC,7.95E-08,7527,ENSG00000153130
MAPKAPK5,7.95E-08,7528,ENSG00000089022
DCAF6,7.95E-08,7529,ENSG00000143164
,7.95E-08,7530,ENSG00000204775
SEC24C,7.94E-08,7531,ENSG00000176986
NUMB,7.94E-08,7532,ENSG00000133961
KTI12,7.94E-08,7533,ENSG00000198841
MAD2L1BP,7.94E-08,7534,ENSG00000124688
DEDD,7.94E-08,7535,ENSG00000158796
ZC3H18,7.94E-08,7536,ENSG00000158545
UTP14A,7.93E-08,7537,ENSG00000156697
CHI3L2,7.92E-08,7538,ENSG00000064886
RFWD3,7.92E-08,7539,ENSG00000168411
FBXO18,7.92E-08,7540,ENSG00000134452
NOL11,7.91E-08,7541,ENSG00000130935
WASHC5,7.91E-08,7542,ENSG00000164961
UBLCP1,7.91E-08,7543,ENSG00000164332
DHX32,7.91E-08,7544,ENSG00000089876
PPP6R2,7.91E-08,7545,ENSG00000100239
ATF1,7.90E-08,7546,ENSG00000123268
ZNF681,7.90E-08,7547,ENSG00000196172
EIF4G3,7.89E-08,7548,ENSG00000075151
PPFIBP2,7.89E-08,7549,ENSG00000166387
DPP8,7.89E-08,7550,ENSG00000074603
SLC25A32,7.89E-08,7551,ENSG00000164933
RRN3,7.89E-08,7552,ENSG00000085721
VAC14,7.88E-08,7553,ENSG00000103043
MTO1,7.88E-08,7554,ENSG00000135297
CDR2,7.87E-08,7555,ENSG00000140743
NUP205,7.87E-08,7556,ENSG00000155561
CNOT6,7.87E-08,7557,ENSG00000113300
MTOR,7.86E-08,7558,ENSG00000198793
UBR1,7.86E-08,7559,ENSG00000159459
PPP2R5A,7.86E-08,7560,ENSG00000066027
ZBTB11,7.86E-08,7561,ENSG00000066422
SHROOM3,7.86E-08,7562,ENSG00000138771
HNRNPH2,7.86E-08,7563,ENSG00000126945
RNF40,7.86E-08,7564,ENSG00000103549
DYNC1LI2,7.85E-08,7565,ENSG00000135720
GDF3,7.85E-08,7566,ENSG00000184344
R3HDM4,7.85E-08,7567,ENSG00000198858
FOXM1,7.84E-08,7568,ENSG00000111206
PIP5K1A,7.83E-08,7569,ENSG00000143398
CCDC85B,7.82E-08,7570,ENSG00000175602
USB1,7.81E-08,7571,ENSG00000103005
PARPBP,7.81E-08,7572,ENSG00000185480
DHX16,7.81E-08,7573,ENSG00000204560
LRRC58,7.81E-08,7574,ENSG00000163428
WDR73,7.81E-08,7575,ENSG00000177082
DDIAS,7.81E-08,7576,ENSG00000165490
SIAH1,7.81E-08,7577,ENSG00000196470
MEN1,7.80E-08,7578,ENSG00000133895
ZBTB10,7.79E-08,7579,ENSG00000205189
RIOK2,7.79E-08,7580,ENSG00000058729
CREB1,7.78E-08,7581,ENSG00000118260
PNPLA8,7.78E-08,7582,ENSG00000135241
SMAGP,7.78E-08,7583,ENSG00000170545
FAM177A1,7.78E-08,7584,ENSG00000151327
ISG20L2,7.77E-08,7585,ENSG00000143319
TRIM59,7.76E-08,7586,ENSG00000213186
GATB,7.75E-08,7587,ENSG00000059691
HELZ,7.74E-08,7588,ENSG00000198265
VAPB,7.74E-08,7589,ENSG00000124164
DENND5A,7.73E-08,7590,ENSG00000184014
YLPM1,7.73E-08,7591,ENSG00000119596
HENMT1,7.73E-08,7592,ENSG00000162639
HCFC1,7.73E-08,7593,ENSG00000172534
RASSF7,7.73E-08,7594,ENSG00000099849
TRMT1L,7.72E-08,7595,ENSG00000121486
KAT7,7.72E-08,7596,ENSG00000136504
RBM12,7.72E-08,7597,ENSG00000244462
MCRS1,7.72E-08,7598,ENSG00000187778
SMPD4,7.71E-08,7599,ENSG00000136699
SECISBP2,7.71E-08,7600,ENSG00000187742
LIG1,7.71E-08,7601,ENSG00000105486
DVL2,7.71E-08,7602,ENSG00000004975
SOCS4,7.70E-08,7603,ENSG00000180008
SMIM15,7.70E-08,7604,ENSG00000188725
YY1,7.69E-08,7605,ENSG00000100811
UNC45A,7.69E-08,7606,ENSG00000140553
SCYL2,7.67E-08,7607,ENSG00000136021
CCDC6,7.66E-08,7608,ENSG00000108091
EFCAB14,7.66E-08,7609,ENSG00000159658
RPE,7.65E-08,7610,ENSG00000197713
CWF19L1,7.65E-08,7611,ENSG00000095485
PFN2,7.65E-08,7612,ENSG00000070087
EIF2S3,7.65E-08,7613,ENSG00000130741
QRSL1,7.64E-08,7614,ENSG00000130348
NSD3,7.64E-08,7615,ENSG00000147548
VPS53,7.63E-08,7616,ENSG00000141252
HEXIM1,7.63E-08,7617,ENSG00000186834
NEDD1,7.63E-08,7618,ENSG00000139350
FAM120A,7.63E-08,7619,ENSG00000048828
LAMTOR3,7.63E-08,7620,ENSG00000109270
HPS1,7.61E-08,7621,ENSG00000107521
VAMP3,7.61E-08,7622,ENSG00000049245
HSD17B4,7.61E-08,7623,ENSG00000133835
CCDC86,7.61E-08,7624,ENSG00000110104
ARFGEF2,7.60E-08,7625,ENSG00000124198
DNM1L,7.60E-08,7626,ENSG00000087470
RAD54L,7.60E-08,7627,ENSG00000085999
PLCXD1,7.60E-08,7628,ENSG00000182378
GNAI2,7.59E-08,7629,ENSG00000114353
GPT2,7.59E-08,7630,ENSG00000166123
MED16,7.58E-08,7631,ENSG00000175221
UCK1,7.58E-08,7632,ENSG00000130717
ACTR10,7.57E-08,7633,ENSG00000131966
BNIP3L,7.57E-08,7634,ENSG00000104765
CBFB,7.56E-08,7635,ENSG00000067955
TIAM1,7.56E-08,7636,ENSG00000156299
HNRNPLL,7.56E-08,7637,ENSG00000143889
LPIN2,7.56E-08,7638,ENSG00000101577
SLC25A19,7.56E-08,7639,ENSG00000125454
CLASP2,7.55E-08,7640,ENSG00000163539
PLAA,7.55E-08,7641,ENSG00000137055
RBM10,7.55E-08,7642,ENSG00000182872
TOE1,7.54E-08,7643,ENSG00000132773
ORC2,7.54E-08,7644,ENSG00000115942
STIL,7.53E-08,7645,ENSG00000123473
AP1M1,7.53E-08,7646,ENSG00000072958
REEP5,7.53E-08,7647,ENSG00000129625
HTATSF1,7.52E-08,7648,ENSG00000102241
FAM126B,7.52E-08,7649,ENSG00000155744
TOMM34,7.51E-08,7650,ENSG00000025772
PRKAR1A,7.51E-08,7651,ENSG00000108946
STRN4,7.51E-08,7652,ENSG00000090372
BAG4,7.50E-08,7653,ENSG00000156735
ABI1,7.50E-08,7654,ENSG00000136754
KLF4,7.50E-08,7655,ENSG00000136826
DAPK3,7.49E-08,7656,ENSG00000167657
SETD2,7.49E-08,7657,ENSG00000181555
IRF3,7.47E-08,7658,ENSG00000126456
ARID4A,7.46E-08,7659,ENSG00000032219
OFD1,7.46E-08,7660,ENSG00000046651
UBA6,7.44E-08,7661,ENSG00000033178
RNPEP,7.43E-08,7662,ENSG00000176393
PIK3CB,7.41E-08,7663,ENSG00000051382
KIF1BP,7.37E-08,7664,ENSG00000198954
CENPU,7.24E-08,7665,ENSG00000151725
FGFR4,7.09E-08,7666,ENSG00000160867
MYH10,7.09E-08,7667,ENSG00000133026
SOX4,7.04E-08,7668,ENSG00000124766
FURIN,6.75E-08,7669,ENSG00000140564
PELP1,6.58E-08,7670,ENSG00000141456
RPL6,6.40E-08,7671,ENSG00000089009
PLXNB2,6.02E-08,7672,ENSG00000196576
CYB5B,5.83E-08,7673,ENSG00000103018
KHDRBS3,5.81E-08,7674,ENSG00000131773
RPP14,5.67E-08,7675,ENSG00000163684
BAIAP2L1,5.61E-08,7676,ENSG00000006453
ST6GAL1,5.49E-08,7677,ENSG00000073849
MGST1,5.40E-08,7678,ENSG00000008394
H3F3C,5.24E-08,7679,ENSG00000188375
SIKE1,5.22E-08,7680,ENSG00000052723
TXNDC12,5.22E-08,7681,ENSG00000117862
LAPTM4A,5.16E-08,7682,ENSG00000068697
RPL39,5.10E-08,7683,ENSG00000198918
,4.99E-08,7684,ENSG00000227184
NACA2,4.97E-08,7685,ENSG00000253506
ATP8B1,4.90E-08,7686,ENSG00000081923
DNAJC8,4.71E-08,7687,ENSG00000126698
ID2,4.55E-08,7688,ENSG00000115738
TMA7,4.40E-08,7689,ENSG00000232112
SLC35A2,4.38E-08,7690,ENSG00000102100
PITPNB,4.22E-08,7691,ENSG00000180957
NIPSNAP1,4.10E-08,7692,ENSG00000184117
RPL9,4.10E-08,7693,ENSG00000163682
FBXW5,4.03E-08,7694,ENSG00000159069
C9orf142,3.87E-08,7695,ENSG00000148362
GUK1,3.85E-08,7696,ENSG00000143774
,3.63E-08,7697,ENSG00000179008
PPHLN1,3.61E-08,7698,ENSG00000134283
MCM9,3.58E-08,7699,ENSG00000111877
AC004754.3,3.52E-08,7700,ENSG00000269877
CENPK,3.49E-08,7701,ENSG00000123219
TNFRSF21,3.48E-08,7702,ENSG00000146072
RNU4-89P,3.44E-08,7703,ENSG00000272356
PDCD5,3.42E-08,7704,ENSG00000105185
LAP3,3.39E-08,7705,ENSG00000002549
LINC00493,3.35E-08,7706,ENSG00000232388
MRPS11,3.32E-08,7707,ENSG00000181991
,3.32E-08,7708,ENSG00000184779
MCFD2,3.17E-08,7709,ENSG00000180398
RPP25,3.16E-08,7710,ENSG00000178718
RP11-255E6.6,3.14E-08,7711,ENSG00000273391
NEXN-AS1,3.07E-08,7712,ENSG00000235927
DUSP1,3.02E-08,7713,ENSG00000120129
MMAB,3.00E-08,7714,ENSG00000139428
CTD-2231E14.8,2.96E-08,7715,ENSG00000269242
GUF1,2.90E-08,7716,ENSG00000151806
,2.90E-08,7717,ENSG00000270081
SIL1,2.78E-08,7718,ENSG00000120725
,2.76E-08,7719,ENSG00000272968
DYNLL2,2.74E-08,7720,ENSG00000264364
GRK2,2.69E-08,7721,ENSG00000173020
CD99,2.68E-08,7722,ENSG00000002586
PKNOX1,2.65E-08,7723,ENSG00000160199
GPR32P1,2.63E-08,7724,ENSG00000269564
EFNA4,2.60E-08,7725,ENSG00000243364
STT3B,2.59E-08,7726,ENSG00000163527
CTD-3025N20.3,2.58E-08,7727,ENSG00000272009
UBE2M,2.58E-08,7728,ENSG00000130725
CPVL,2.58E-08,7729,ENSG00000106066
POLR1C,2.50E-08,7730,ENSG00000171453
RP4-594A5.1,2.48E-08,7731,ENSG00000272325
CTA-29F11.1,2.38E-08,7732,ENSG00000260708
MRPL34,2.38E-08,7733,ENSG00000130312
VPS41,2.38E-08,7734,ENSG00000006715
ACADM,2.36E-08,7735,ENSG00000117054
COX19,2.32E-08,7736,ENSG00000240230
,2.32E-08,7737,ENSG00000238261
SLC23A2,2.24E-08,7738,ENSG00000089057
SLC35E1,2.22E-08,7739,ENSG00000127526
SEL1L,2.20E-08,7740,ENSG00000071537
RRM2,2.15E-08,7741,ENSG00000171848
ABCC4,2.14E-08,7742,ENSG00000125257
,2.13E-08,7743,ENSG00000234610
ARL5A,2.11E-08,7744,ENSG00000162980
RUFY2,2.08E-08,7745,ENSG00000204130
TIMM22,2.06E-08,7746,ENSG00000177370
SERINC3,2.04E-08,7747,ENSG00000132824
YIF1A,2.02E-08,7748,ENSG00000174851
BOLA3,1.99E-08,7749,ENSG00000163170
ACOT13,1.96E-08,7750,ENSG00000112304
THOC7,1.95E-08,7751,ENSG00000163634
,1.92E-08,7752,ENSG00000266753
DLGAP1-AS2,1.91E-08,7753,ENSG00000262001
,1.87E-08,7754,ENSG00000267449
TARBP1,1.86E-08,7755,ENSG00000059588
INTS4P2,1.86E-08,7756,ENSG00000273018
HSD17B1,1.84E-08,7757,ENSG00000108786
MRFAP1L1,1.83E-08,7758,ENSG00000178988
RNPS1,1.83E-08,7759,ENSG00000205937
DOT1L,1.82E-08,7760,ENSG00000104885
PRSS23,1.81E-08,7761,ENSG00000150687
ZNF791,1.80E-08,7762,ENSG00000173875
ZNF354C,1.77E-08,7763,ENSG00000177932
RPL26L1,1.75E-08,7764,ENSG00000037241
ACE2,1.74E-08,7765,ENSG00000130234
ATP6V0E1,1.71E-08,7766,ENSG00000113732
,1.71E-08,7767,ENSG00000263470
GAN,1.70E-08,7768,ENSG00000261609
KDM1A,1.68E-08,7769,ENSG00000004487
GLB1,1.68E-08,7770,ENSG00000170266
DNAJC2,1.68E-08,7771,ENSG00000105821
RP11-1281K21.10,1.64E-08,7772,ENSG00000268964
ELOVL6,1.64E-08,7773,ENSG00000170522
